district_a,district_b,population_group,n_a,n_b,proportion_a,proportion_b,difference,test_used,chi2_statistic,p_value,statistically_significant,cohens_h,effect_size,interpretation
1023,1028,elderly,114,153,57.0,42.5,14.5,Chi-Square,4.957,0.026,Yes,0.292,Medium,Statistically significant with moderate practical difference
1023,1029,elderly,114,124,57.0,59.7,-2.7,Chi-Square,0.081,0.7762,No,-0.054,Small,No statistically significant difference detected
1023,1030,elderly,114,134,57.0,52.2,4.8,Chi-Square,0.391,0.5319,No,0.096,Small,No statistically significant difference detected
1023,1031,elderly,114,124,57.0,37.9,19.1,Chi-Square,7.96,0.0048,Yes,0.385,Medium,Statistically significant with moderate practical difference
1023,1032,elderly,114,125,57.0,31.2,25.8,Chi-Square,15.135,0.0001,Yes,0.526,Large,Statistically significant with large practical difference
1023,1033,elderly,114,121,57.0,43.0,14.0,Chi-Square,4.085,0.0433,Yes,0.282,Medium,Statistically significant with moderate practical difference
1023,1034,elderly,114,116,57.0,73.3,-16.3,Chi-Square,6.002,0.0143,Yes,-0.343,Medium,Statistically significant with moderate practical difference
1023,1035,elderly,114,125,57.0,53.6,3.4,Chi-Square,0.16,0.6888,No,0.069,Small,No statistically significant difference detected
1023,1036,elderly,114,136,57.0,38.2,18.8,Chi-Square,8.049,0.0046,Yes,0.378,Medium,Statistically significant with moderate practical difference
1023,1037,elderly,114,145,57.0,37.9,19.1,Chi-Square,8.599,0.0034,Yes,0.385,Medium,Statistically significant with moderate practical difference
1023,1038,elderly,114,176,57.0,50.6,6.4,Chi-Square,0.911,0.3398,No,0.129,Small,No statistically significant difference detected
1023,1039,elderly,114,147,57.0,29.3,27.8,Chi-Square,19.278,0.0,Yes,0.569,Large,Statistically significant with large practical difference
1023,1040,elderly,114,131,57.0,35.9,21.1,Chi-Square,10.141,0.0014,Yes,0.427,Medium,Statistically significant with moderate practical difference
1023,1041,elderly,114,124,57.0,57.3,-0.2,Chi-Square,,1.0,No,-0.005,Small,No statistically significant difference detected
1023,1042,elderly,114,112,57.0,62.5,-5.5,Chi-Square,0.496,0.4811,No,-0.112,Small,No statistically significant difference detected
1023,1043,elderly,114,126,57.0,48.4,8.6,Chi-Square,1.449,0.2287,No,0.173,Small,No statistically significant difference detected
1023,1044,elderly,114,131,57.0,32.8,24.2,Chi-Square,13.509,0.0002,Yes,0.491,Medium,Statistically significant with moderate practical difference
1023,1045,elderly,114,151,57.0,59.6,-2.6,Chi-Square,0.088,0.7665,No,-0.052,Small,No statistically significant difference detected
1023,1046,elderly,114,122,57.0,43.4,13.6,Chi-Square,3.818,0.0507,No,0.272,Medium,No statistically significant difference detected
1023,1047,elderly,114,129,57.0,46.5,10.5,Chi-Square,2.27,0.1319,No,0.211,Medium,No statistically significant difference detected
1023,1048,elderly,114,123,57.0,49.6,7.4,Chi-Square,1.028,0.3105,No,0.149,Small,No statistically significant difference detected
1023,1049,elderly,114,148,57.0,44.6,12.4,Chi-Square,3.494,0.0616,No,0.249,Medium,No statistically significant difference detected
1023,1050,elderly,114,126,57.0,30.2,26.9,Chi-Square,16.545,0.0,Yes,0.549,Large,Statistically significant with large practical difference
1024,1025,elderly,123,136,52.8,50.0,2.8,Chi-Square,0.111,0.7391,No,0.057,Small,No statistically significant difference detected
1024,1026,elderly,123,125,52.8,50.4,2.4,Chi-Square,0.067,0.7962,No,0.049,Small,No statistically significant difference detected
1024,1027,elderly,123,118,52.8,31.4,21.5,Chi-Square,10.53,0.0012,Yes,0.439,Medium,Statistically significant with moderate practical difference
1024,1028,elderly,123,153,52.8,42.5,10.4,Chi-Square,2.537,0.1112,No,0.208,Medium,No statistically significant difference detected
1024,1029,elderly,123,124,52.8,59.7,-6.8,Chi-Square,0.91,0.3401,No,-0.138,Small,No statistically significant difference detected
1024,1030,elderly,123,134,52.8,52.2,0.6,Chi-Square,,1.0,No,0.012,Small,No statistically significant difference detected
1024,1031,elderly,123,124,52.8,37.9,14.9,Chi-Square,4.976,0.0257,Yes,0.301,Medium,Statistically significant with moderate practical difference
1024,1032,elderly,123,125,52.8,31.2,21.6,Chi-Square,11.057,0.0009,Yes,0.442,Medium,Statistically significant with moderate practical difference
1024,1033,elderly,123,121,52.8,43.0,9.9,Chi-Square,2.002,0.1571,No,0.198,Small,No statistically significant difference detected
1024,1034,elderly,123,116,52.8,73.3,-20.4,Chi-Square,9.806,0.0017,Yes,-0.427,Medium,Statistically significant with moderate practical difference
1024,1035,elderly,123,125,52.8,53.6,-0.8,Chi-Square,,1.0,No,-0.015,Small,No statistically significant difference detected
1024,1036,elderly,123,136,52.8,38.2,14.6,Chi-Square,4.992,0.0255,Yes,0.294,Medium,Statistically significant with moderate practical difference
1024,1037,elderly,123,145,52.8,37.9,14.9,Chi-Square,5.399,0.0202,Yes,0.301,Medium,Statistically significant with moderate practical difference
1024,1038,elderly,123,176,52.8,50.6,2.3,Chi-Square,0.073,0.787,No,0.046,Small,No statistically significant difference detected
1024,1039,elderly,123,147,52.8,29.3,23.6,Chi-Square,14.565,0.0001,Yes,0.485,Medium,Statistically significant with moderate practical difference
1024,1040,elderly,123,131,52.8,35.9,17.0,Chi-Square,6.736,0.0094,Yes,0.343,Medium,Statistically significant with moderate practical difference
1024,1041,elderly,123,124,52.8,57.3,-4.4,Chi-Square,0.324,0.5693,No,-0.089,Small,No statistically significant difference detected
1024,1042,elderly,123,112,52.8,62.5,-9.7,Chi-Square,1.858,0.1729,No,-0.196,Small,No statistically significant difference detected
1024,1043,elderly,123,126,52.8,48.4,4.4,Chi-Square,0.328,0.5668,No,0.089,Small,No statistically significant difference detected
1024,1044,elderly,123,131,52.8,32.8,20.0,Chi-Square,9.601,0.0019,Yes,0.408,Medium,Statistically significant with moderate practical difference
1024,1045,elderly,123,151,52.8,59.6,-6.8,Chi-Square,1.0,0.3174,No,-0.136,Small,No statistically significant difference detected
1024,1046,elderly,123,122,52.8,43.4,9.4,Chi-Square,1.809,0.1787,No,0.188,Small,No statistically significant difference detected
1024,1047,elderly,123,129,52.8,46.5,6.3,Chi-Square,0.773,0.3793,No,0.127,Small,No statistically significant difference detected
1024,1048,elderly,123,123,52.8,49.6,3.3,Chi-Square,0.146,0.702,No,0.065,Small,No statistically significant difference detected
1024,1049,elderly,123,148,52.8,44.6,8.3,Chi-Square,1.516,0.2183,No,0.165,Small,No statistically significant difference detected
1024,1050,elderly,123,126,52.8,30.2,22.7,Chi-Square,12.289,0.0005,Yes,0.465,Medium,Statistically significant with moderate practical difference
1025,1026,elderly,136,125,50.0,50.4,-0.4,Chi-Square,,1.0,No,-0.008,Small,No statistically significant difference detected
1025,1027,elderly,136,118,50.0,31.4,18.6,Chi-Square,8.304,0.004,Yes,0.382,Medium,Statistically significant with moderate practical difference
1025,1028,elderly,136,153,50.0,42.5,7.5,Chi-Square,1.349,0.2455,No,0.151,Small,No statistically significant difference detected
1025,1029,elderly,136,124,50.0,59.7,-9.7,Chi-Square,2.076,0.1497,No,-0.195,Small,No statistically significant difference detected
1025,1030,elderly,136,134,50.0,52.2,-2.2,Chi-Square,0.061,0.8055,No,-0.045,Small,No statistically significant difference detected
1025,1031,elderly,136,124,50.0,37.9,12.1,Chi-Square,3.373,0.0663,No,0.244,Medium,No statistically significant difference detected
1025,1032,elderly,136,125,50.0,31.2,18.8,Chi-Square,8.756,0.0031,Yes,0.385,Medium,Statistically significant with moderate practical difference
1025,1033,elderly,136,121,50.0,43.0,7.0,Chi-Square,1.003,0.3166,No,0.141,Small,No statistically significant difference detected
1025,1034,elderly,136,116,50.0,73.3,-23.3,Chi-Square,13.26,0.0003,Yes,-0.484,Medium,Statistically significant with moderate practical difference
1025,1035,elderly,136,125,50.0,53.6,-3.6,Chi-Square,0.209,0.6474,No,-0.072,Small,No statistically significant difference detected
1025,1036,elderly,136,136,50.0,38.2,11.8,Chi-Square,3.355,0.067,No,0.238,Medium,No statistically significant difference detected
1025,1037,elderly,136,145,50.0,37.9,12.1,Chi-Square,3.677,0.0552,No,0.244,Medium,No statistically significant difference detected
1025,1038,elderly,136,176,50.0,50.6,-0.6,Chi-Square,,1.0,No,-0.011,Small,No statistically significant difference detected
1025,1039,elderly,136,147,50.0,29.3,20.7,Chi-Square,11.902,0.0006,Yes,0.428,Medium,Statistically significant with moderate practical difference
1025,1040,elderly,136,131,50.0,35.9,14.1,Chi-Square,4.867,0.0274,Yes,0.286,Medium,Statistically significant with moderate practical difference
1025,1041,elderly,136,124,50.0,57.3,-7.3,Chi-Square,1.097,0.2949,No,-0.146,Small,No statistically significant difference detected
1025,1042,elderly,136,112,50.0,62.5,-12.5,Chi-Square,3.398,0.0653,No,-0.253,Medium,No statistically significant difference detected
1025,1043,elderly,136,126,50.0,48.4,1.6,Chi-Square,0.018,0.8941,No,0.032,Small,No statistically significant difference detected
1025,1044,elderly,136,131,50.0,32.8,17.2,Chi-Square,7.412,0.0065,Yes,0.351,Medium,Statistically significant with moderate practical difference
1025,1045,elderly,136,151,50.0,59.6,-9.6,Chi-Square,2.292,0.13,No,-0.193,Small,No statistically significant difference detected
1025,1046,elderly,136,122,50.0,43.4,6.6,Chi-Square,0.863,0.353,No,0.132,Small,No statistically significant difference detected
1025,1047,elderly,136,129,50.0,46.5,3.5,Chi-Square,0.198,0.6563,No,0.07,Small,No statistically significant difference detected
1025,1048,elderly,136,123,50.0,49.6,0.4,Chi-Square,,1.0,No,0.008,Small,No statistically significant difference detected
1025,1049,elderly,136,148,50.0,44.6,5.4,Chi-Square,0.628,0.428,No,0.108,Small,No statistically significant difference detected
1025,1050,elderly,136,126,50.0,30.2,19.8,Chi-Square,9.881,0.0017,Yes,0.408,Medium,Statistically significant with moderate practical difference
1026,1027,elderly,125,118,50.4,31.4,19.0,Chi-Square,8.321,0.0039,Yes,0.39,Medium,Statistically significant with moderate practical difference
1026,1028,elderly,125,153,50.4,42.5,7.9,Chi-Square,1.431,0.2315,No,0.159,Small,No statistically significant difference detected
1026,1029,elderly,125,124,50.4,59.7,-9.3,Chi-Square,1.806,0.179,No,-0.187,Small,No statistically significant difference detected
1026,1030,elderly,125,134,50.4,52.2,-1.8,Chi-Square,0.029,0.8639,No,-0.037,Small,No statistically significant difference detected
1026,1031,elderly,125,124,50.4,37.9,12.5,Chi-Square,3.452,0.0632,No,0.252,Medium,No statistically significant difference detected
1026,1032,elderly,125,125,50.4,31.2,19.2,Chi-Square,8.761,0.0031,Yes,0.393,Medium,Statistically significant with moderate practical difference
1026,1033,elderly,125,121,50.4,43.0,7.4,Chi-Square,1.08,0.2988,No,0.149,Small,No statistically significant difference detected
1026,1034,elderly,125,116,50.4,73.3,-22.9,Chi-Square,12.338,0.0004,Yes,-0.476,Medium,Statistically significant with moderate practical difference
1026,1035,elderly,125,125,50.4,53.6,-3.2,Chi-Square,0.144,0.7041,No,-0.064,Small,No statistically significant difference detected
1026,1036,elderly,125,136,50.4,38.2,12.2,Chi-Square,3.433,0.0639,No,0.246,Medium,No statistically significant difference detected
1026,1037,elderly,125,145,50.4,37.9,12.5,Chi-Square,3.75,0.0528,No,0.252,Medium,No statistically significant difference detected
1026,1038,elderly,125,176,50.4,50.6,-0.2,Chi-Square,,1.0,No,-0.003,Small,No statistically significant difference detected
1026,1039,elderly,125,147,50.4,29.3,21.1,Chi-Square,11.83,0.0006,Yes,0.436,Medium,Statistically significant with moderate practical difference
1026,1040,elderly,125,131,50.4,35.9,14.5,Chi-Square,4.928,0.0264,Yes,0.294,Medium,Statistically significant with moderate practical difference
1026,1041,elderly,125,124,50.4,57.3,-6.9,Chi-Square,0.918,0.338,No,-0.138,Small,No statistically significant difference detected
1026,1042,elderly,125,112,50.4,62.5,-12.1,Chi-Square,3.038,0.0813,No,-0.245,Medium,No statistically significant difference detected
1026,1043,elderly,125,126,50.4,48.4,2.0,Chi-Square,0.036,0.8504,No,0.04,Small,No statistically significant difference detected
1026,1044,elderly,125,131,50.4,32.8,17.6,Chi-Square,7.436,0.0064,Yes,0.359,Medium,Statistically significant with moderate practical difference
1026,1045,elderly,125,151,50.4,59.6,-9.2,Chi-Square,1.987,0.1587,No,-0.185,Small,No statistically significant difference detected
1026,1046,elderly,125,122,50.4,43.4,7.0,Chi-Square,0.937,0.3331,No,0.14,Small,No statistically significant difference detected
1026,1047,elderly,125,129,50.4,46.5,3.9,Chi-Square,0.244,0.621,No,0.078,Small,No statistically significant difference detected
1026,1048,elderly,125,123,50.4,49.6,0.8,Chi-Square,,1.0,No,0.016,Small,No statistically significant difference detected
1026,1049,elderly,125,148,50.4,44.6,5.8,Chi-Square,0.698,0.4034,No,0.116,Small,No statistically significant difference detected
1026,1050,elderly,125,126,50.4,30.2,20.2,Chi-Square,9.866,0.0017,Yes,0.416,Medium,Statistically significant with moderate practical difference
1027,1028,elderly,118,153,31.4,42.5,-11.1,Chi-Square,3.056,0.0804,No,-0.231,Medium,No statistically significant difference detected
1027,1029,elderly,118,124,31.4,59.7,-28.3,Chi-Square,18.408,0.0,Yes,-0.577,Large,Statistically significant with large practical difference
1027,1030,elderly,118,134,31.4,52.2,-20.9,Chi-Square,10.362,0.0013,Yes,-0.427,Medium,Statistically significant with moderate practical difference
1027,1031,elderly,118,124,31.4,37.9,-6.5,Chi-Square,0.873,0.3501,No,-0.138,Small,No statistically significant difference detected
1027,1032,elderly,118,125,31.4,31.2,0.2,Chi-Square,,1.0,No,0.003,Small,No statistically significant difference detected
1027,1033,elderly,118,121,31.4,43.0,-11.6,Chi-Square,2.972,0.0847,No,-0.241,Medium,No statistically significant difference detected
1027,1034,elderly,118,116,31.4,73.3,-41.9,Chi-Square,39.53,0.0,Yes,-0.866,Large,Statistically significant with large practical difference
1027,1035,elderly,118,125,31.4,53.6,-22.2,Chi-Square,11.376,0.0007,Yes,-0.454,Medium,Statistically significant with moderate practical difference
1027,1036,elderly,118,136,31.4,38.2,-6.9,Chi-Square,1.029,0.3104,No,-0.145,Small,No statistically significant difference detected
1027,1037,elderly,118,145,31.4,37.9,-6.6,Chi-Square,0.964,0.3261,No,-0.138,Small,No statistically significant difference detected
1027,1038,elderly,118,176,31.4,50.6,-19.2,Chi-Square,9.877,0.0017,Yes,-0.393,Medium,Statistically significant with moderate practical difference
1027,1039,elderly,118,147,31.4,29.3,2.1,Chi-Square,0.056,0.8133,No,0.046,Small,No statistically significant difference detected
1027,1040,elderly,118,131,31.4,35.9,-4.5,Chi-Square,0.384,0.5357,No,-0.096,Small,No statistically significant difference detected
1027,1041,elderly,118,124,31.4,57.3,-25.9,Chi-Square,15.384,0.0001,Yes,-0.528,Large,Statistically significant with large practical difference
1027,1042,elderly,118,112,31.4,62.5,-31.1,Chi-Square,21.168,0.0,Yes,-0.635,Large,Statistically significant with large practical difference
1027,1043,elderly,118,126,31.4,48.4,-17.1,Chi-Square,6.684,0.0097,Yes,-0.35,Medium,Statistically significant with moderate practical difference
1027,1044,elderly,118,131,31.4,32.8,-1.5,Chi-Square,0.013,0.9109,No,-0.031,Small,No statistically significant difference detected
1027,1045,elderly,118,151,31.4,59.6,-28.2,Chi-Square,20.088,0.0,Yes,-0.575,Large,Statistically significant with large practical difference
1027,1046,elderly,118,122,31.4,43.4,-12.1,Chi-Square,3.241,0.0718,No,-0.251,Medium,No statistically significant difference detected
1027,1047,elderly,118,129,31.4,46.5,-15.2,Chi-Square,5.317,0.0211,Yes,-0.312,Medium,Statistically significant with moderate practical difference
1027,1048,elderly,118,123,31.4,49.6,-18.2,Chi-Square,7.563,0.006,Yes,-0.374,Medium,Statistically significant with moderate practical difference
1027,1049,elderly,118,148,31.4,44.6,-13.2,Chi-Square,4.308,0.0379,Yes,-0.274,Medium,Statistically significant with moderate practical difference
1027,1050,elderly,118,126,31.4,30.2,1.2,Chi-Square,0.004,0.9492,No,0.026,Small,No statistically significant difference detected
1028,1029,elderly,153,124,42.5,59.7,-17.2,Chi-Square,7.426,0.0064,Yes,-0.346,Medium,Statistically significant with moderate practical difference
1028,1030,elderly,153,134,42.5,52.2,-9.8,Chi-Square,2.351,0.1252,No,-0.196,Small,No statistically significant difference detected
1028,1031,elderly,153,124,42.5,37.9,4.6,Chi-Square,0.422,0.5161,No,0.093,Small,No statistically significant difference detected
1028,1032,elderly,153,125,42.5,31.2,11.3,Chi-Square,3.274,0.0704,No,0.235,Medium,No statistically significant difference detected
1028,1033,elderly,153,121,42.5,43.0,-0.5,Chi-Square,,1.0,No,-0.01,Small,No statistically significant difference detected
1028,1034,elderly,153,116,42.5,73.3,-30.8,Chi-Square,24.127,0.0,Yes,-0.635,Large,Statistically significant with large practical difference
1028,1035,elderly,153,125,42.5,53.6,-11.1,Chi-Square,2.978,0.0844,No,-0.223,Medium,No statistically significant difference detected
1028,1036,elderly,153,136,42.5,38.2,4.2,Chi-Square,0.377,0.539,No,0.087,Small,No statistically significant difference detected
1028,1037,elderly,153,145,42.5,37.9,4.6,Chi-Square,0.466,0.4947,No,0.093,Small,No statistically significant difference detected
1028,1038,elderly,153,176,42.5,50.6,-8.1,Chi-Square,1.836,0.1754,No,-0.162,Small,No statistically significant difference detected
1028,1039,elderly,153,147,42.5,29.3,13.2,Chi-Square,5.137,0.0234,Yes,0.277,Medium,Statistically significant with moderate practical difference
1028,1040,elderly,153,131,42.5,35.9,6.6,Chi-Square,1.028,0.3107,No,0.135,Small,No statistically significant difference detected
1028,1041,elderly,153,124,42.5,57.3,-14.8,Chi-Square,5.406,0.0201,Yes,-0.297,Medium,Statistically significant with moderate practical difference
1028,1042,elderly,153,112,42.5,62.5,-20.0,Chi-Square,9.581,0.002,Yes,-0.404,Medium,Statistically significant with moderate practical difference
1028,1043,elderly,153,126,42.5,48.4,-5.9,Chi-Square,0.756,0.3846,No,-0.119,Small,No statistically significant difference detected
1028,1044,elderly,153,131,42.5,32.8,9.7,Chi-Square,2.399,0.1214,No,0.2,Small,No statistically significant difference detected
1028,1045,elderly,153,151,42.5,59.6,-17.1,Chi-Square,8.24,0.0041,Yes,-0.344,Medium,Statistically significant with moderate practical difference
1028,1046,elderly,153,122,42.5,43.4,-1.0,Chi-Square,0.001,0.9705,No,-0.019,Small,No statistically significant difference detected
1028,1047,elderly,153,129,42.5,46.5,-4.0,Chi-Square,0.311,0.5768,No,-0.081,Small,No statistically significant difference detected
1028,1048,elderly,153,123,42.5,49.6,-7.1,Chi-Square,1.117,0.2905,No,-0.143,Small,No statistically significant difference detected
1028,1049,elderly,153,148,42.5,44.6,-2.1,Chi-Square,0.064,0.8003,No,-0.043,Small,No statistically significant difference detected
1028,1050,elderly,153,126,42.5,30.2,12.3,Chi-Square,3.993,0.0457,Yes,0.257,Medium,Statistically significant with moderate practical difference
1029,1030,elderly,124,134,59.7,52.2,7.4,Chi-Square,1.159,0.2817,No,0.15,Small,No statistically significant difference detected
1029,1031,elderly,124,124,59.7,37.9,21.8,Chi-Square,10.91,0.001,Yes,0.439,Medium,Statistically significant with moderate practical difference
1029,1032,elderly,124,125,59.7,31.2,28.5,Chi-Square,19.234,0.0,Yes,0.58,Large,Statistically significant with large practical difference
1029,1033,elderly,124,121,59.7,43.0,16.7,Chi-Square,6.187,0.0129,Yes,0.336,Medium,Statistically significant with moderate practical difference
1029,1034,elderly,124,116,59.7,73.3,-13.6,Chi-Square,4.367,0.0366,Yes,-0.289,Medium,Statistically significant with moderate practical difference
1029,1035,elderly,124,125,59.7,53.6,6.1,Chi-Square,0.705,0.4011,No,0.123,Small,No statistically significant difference detected
1029,1036,elderly,124,136,59.7,38.2,21.4,Chi-Square,11.097,0.0009,Yes,0.432,Medium,Statistically significant with moderate practical difference
1029,1037,elderly,124,145,59.7,37.9,21.7,Chi-Square,11.808,0.0006,Yes,0.439,Medium,Statistically significant with moderate practical difference
1029,1038,elderly,124,176,59.7,50.6,9.1,Chi-Square,2.08,0.1493,No,0.183,Small,No statistically significant difference detected
1029,1039,elderly,124,147,59.7,29.3,30.4,Chi-Square,24.155,0.0,Yes,0.623,Large,Statistically significant with large practical difference
1029,1040,elderly,124,131,59.7,35.9,23.8,Chi-Square,13.532,0.0002,Yes,0.481,Medium,Statistically significant with moderate practical difference
1029,1041,elderly,124,124,59.7,57.3,2.4,Chi-Square,0.066,0.7966,No,0.049,Small,No statistically significant difference detected
1029,1042,elderly,124,112,59.7,62.5,-2.8,Chi-Square,0.096,0.7563,No,-0.058,Small,No statistically significant difference detected
1029,1043,elderly,124,126,59.7,48.4,11.3,Chi-Square,2.755,0.0969,No,0.227,Medium,No statistically significant difference detected
1029,1044,elderly,124,131,59.7,32.8,26.9,Chi-Square,17.434,0.0,Yes,0.545,Large,Statistically significant with large practical difference
1029,1045,elderly,124,151,59.7,59.6,0.1,Chi-Square,,1.0,No,0.002,Small,No statistically significant difference detected
1029,1046,elderly,124,122,59.7,43.4,16.2,Chi-Square,5.856,0.0155,Yes,0.326,Medium,Statistically significant with moderate practical difference
1029,1047,elderly,124,129,59.7,46.5,13.2,Chi-Square,3.887,0.0487,Yes,0.265,Medium,Statistically significant with moderate practical difference
1029,1048,elderly,124,123,59.7,49.6,10.1,Chi-Square,2.143,0.1432,No,0.203,Medium,No statistically significant difference detected
1029,1049,elderly,124,148,59.7,44.6,15.1,Chi-Square,5.556,0.0184,Yes,0.303,Medium,Statistically significant with moderate practical difference
1029,1050,elderly,124,126,59.7,30.2,29.5,Chi-Square,20.843,0.0,Yes,0.603,Large,Statistically significant with large practical difference
1030,1031,elderly,134,124,52.2,37.9,14.3,Chi-Square,4.778,0.0288,Yes,0.289,Medium,Statistically significant with moderate practical difference
1030,1032,elderly,134,125,52.2,31.2,21.0,Chi-Square,10.897,0.001,Yes,0.43,Medium,Statistically significant with moderate practical difference
1030,1033,elderly,134,121,52.2,43.0,9.3,Chi-Square,1.831,0.176,No,0.186,Small,No statistically significant difference detected
1030,1034,elderly,134,116,52.2,73.3,-21.0,Chi-Square,10.803,0.001,Yes,-0.439,Medium,Statistically significant with moderate practical difference
1030,1035,elderly,134,125,52.2,53.6,-1.4,Chi-Square,0.009,0.9245,No,-0.027,Small,No statistically significant difference detected
1030,1036,elderly,134,136,52.2,38.2,14.0,Chi-Square,4.793,0.0286,Yes,0.282,Medium,Statistically significant with moderate practical difference
1030,1037,elderly,134,145,52.2,37.9,14.3,Chi-Square,5.201,0.0226,Yes,0.289,Medium,Statistically significant with moderate practical difference
1030,1038,elderly,134,176,52.2,50.6,1.7,Chi-Square,0.031,0.8596,No,0.033,Small,No statistically significant difference detected
1030,1039,elderly,134,147,52.2,29.3,23.0,Chi-Square,14.465,0.0001,Yes,0.473,Medium,Statistically significant with moderate practical difference
1030,1040,elderly,134,131,52.2,35.9,16.4,Chi-Square,6.543,0.0105,Yes,0.331,Medium,Statistically significant with moderate practical difference
1030,1041,elderly,134,124,52.2,57.3,-5.0,Chi-Square,0.468,0.494,No,-0.101,Small,No statistically significant difference detected
1030,1042,elderly,134,112,52.2,62.5,-10.3,Chi-Square,2.218,0.1364,No,-0.208,Medium,No statistically significant difference detected
1030,1043,elderly,134,126,52.2,48.4,3.8,Chi-Square,0.243,0.6223,No,0.077,Small,No statistically significant difference detected
1030,1044,elderly,134,131,52.2,32.8,19.4,Chi-Square,9.43,0.0021,Yes,0.395,Medium,Statistically significant with moderate practical difference
1030,1045,elderly,134,151,52.2,59.6,-7.4,Chi-Square,1.279,0.2581,No,-0.148,Small,No statistically significant difference detected
1030,1046,elderly,134,122,52.2,43.4,8.8,Chi-Square,1.643,0.2,No,0.176,Small,No statistically significant difference detected
1030,1047,elderly,134,129,52.2,46.5,5.7,Chi-Square,0.649,0.4206,No,0.115,Small,No statistically significant difference detected
1030,1048,elderly,134,123,52.2,49.6,2.6,Chi-Square,0.089,0.765,No,0.053,Small,No statistically significant difference detected
1030,1049,elderly,134,148,52.2,44.6,7.6,Chi-Square,1.354,0.2446,No,0.153,Small,No statistically significant difference detected
1030,1050,elderly,134,126,52.2,30.2,22.1,Chi-Square,12.144,0.0005,Yes,0.453,Medium,Statistically significant with moderate practical difference
1031,1032,elderly,124,125,37.9,31.2,6.7,Chi-Square,0.958,0.3276,No,0.141,Small,No statistically significant difference detected
1031,1033,elderly,124,121,37.9,43.0,-5.1,Chi-Square,0.461,0.4974,No,-0.103,Small,No statistically significant difference detected
1031,1034,elderly,124,116,37.9,73.3,-35.4,Chi-Square,28.887,0.0,Yes,-0.729,Large,Statistically significant with large practical difference
1031,1035,elderly,124,125,37.9,53.6,-15.7,Chi-Square,5.563,0.0183,Yes,-0.316,Medium,Statistically significant with moderate practical difference
1031,1036,elderly,124,136,37.9,38.2,-0.3,Chi-Square,,1.0,No,-0.007,Small,No statistically significant difference detected
1031,1037,elderly,124,145,37.9,37.9,-0.0,Chi-Square,,1.0,No,-0.001,Small,No statistically significant difference detected
1031,1038,elderly,124,176,37.9,50.6,-12.7,Chi-Square,4.211,0.0402,Yes,-0.256,Medium,Statistically significant with moderate practical difference
1031,1039,elderly,124,147,37.9,29.3,8.7,Chi-Square,1.896,0.1685,No,0.184,Small,No statistically significant difference detected
1031,1040,elderly,124,131,37.9,35.9,2.0,Chi-Square,0.042,0.8374,No,0.042,Small,No statistically significant difference detected
1031,1041,elderly,124,124,37.9,57.3,-19.4,Chi-Square,8.552,0.0035,Yes,-0.39,Medium,Statistically significant with moderate practical difference
1031,1042,elderly,124,112,37.9,62.5,-24.6,Chi-Square,13.275,0.0003,Yes,-0.497,Medium,Statistically significant with moderate practical difference
1031,1043,elderly,124,126,37.9,48.4,-10.5,Chi-Square,2.401,0.1213,No,-0.213,Medium,No statistically significant difference detected
1031,1044,elderly,124,131,37.9,32.8,5.1,Chi-Square,0.514,0.4733,No,0.106,Small,No statistically significant difference detected
1031,1045,elderly,124,151,37.9,59.6,-21.7,Chi-Square,11.971,0.0005,Yes,-0.438,Medium,Statistically significant with moderate practical difference
1031,1046,elderly,124,122,37.9,43.4,-5.5,Chi-Square,0.569,0.4505,No,-0.113,Small,No statistically significant difference detected
1031,1047,elderly,124,129,37.9,46.5,-8.6,Chi-Square,1.583,0.2083,No,-0.175,Small,No statistically significant difference detected
1031,1048,elderly,124,123,37.9,49.6,-11.7,Chi-Square,2.971,0.0848,No,-0.236,Medium,No statistically significant difference detected
1031,1049,elderly,124,148,37.9,44.6,-6.7,Chi-Square,0.984,0.3213,No,-0.136,Small,No statistically significant difference detected
1031,1050,elderly,124,126,37.9,30.2,7.7,Chi-Square,1.343,0.2465,No,0.164,Small,No statistically significant difference detected
1032,1033,elderly,125,121,31.2,43.0,-11.8,Chi-Square,3.17,0.075,No,-0.245,Medium,No statistically significant difference detected
1032,1034,elderly,125,116,31.2,73.3,-42.1,Chi-Square,40.975,0.0,Yes,-0.87,Large,Statistically significant with large practical difference
1032,1035,elderly,125,125,31.2,53.6,-22.4,Chi-Square,11.94,0.0005,Yes,-0.458,Medium,Statistically significant with moderate practical difference
1032,1036,elderly,125,136,31.2,38.2,-7.0,Chi-Square,1.127,0.2885,No,-0.148,Small,No statistically significant difference detected
1032,1037,elderly,125,145,31.2,37.9,-6.7,Chi-Square,1.06,0.3032,No,-0.142,Small,No statistically significant difference detected
1032,1038,elderly,125,176,31.2,50.6,-19.4,Chi-Square,10.439,0.0012,Yes,-0.397,Medium,Statistically significant with moderate practical difference
1032,1039,elderly,125,147,31.2,29.3,1.9,Chi-Square,0.047,0.8287,No,0.042,Small,No statistically significant difference detected
1032,1040,elderly,125,131,31.2,35.9,-4.7,Chi-Square,0.435,0.5094,No,-0.099,Small,No statistically significant difference detected
1032,1041,elderly,125,124,31.2,57.3,-26.1,Chi-Square,16.1,0.0001,Yes,-0.531,Large,Statistically significant with large practical difference
1032,1042,elderly,125,112,31.2,62.5,-31.3,Chi-Square,22.055,0.0,Yes,-0.638,Large,Statistically significant with large practical difference
